record_type,source_dataset,source_file,source_row_no,title,normalized_name,country_raw,country_norm,country_iso3,hs_code_raw,hs_code_norm,keywords_raw,keywords_norm,has_contact,contact_name,contact_email,contact_phone,contact_website,valid_until,source_snapshot_date,distance_from_kr_km,contact_email_estimated
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4332,Lighting,MINISTRYOFFINANCEETHIOPIA,ET,에티오피아,ETH,851220.0,851220.0,"Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | Ministry of Finance, Ethiopia | 851220",lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | ministry of finance | ethiopia,0,,,,,,2025-11-27,9244.567,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4333,Others,NABEEHOMESSC,ET,에티오피아,ETH,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | Nabee Homes S.C. | 903180,others | 그 밖의 기기 | 903180 | nabee homes s.c.,0,,,,,,2025-11-27,9244.567,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4382,Security,EXIM,UZ,우즈베키스탄,UZB,852329.0,852329.0,Security | 기타 | 852329 | Security | exim | 852329,security | 기타 | 852329 | exim,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4384,Lighting,TOPSETHOME,MN,몽골,MNG,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | Topsethome | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | topsethome,0,,,,,,2025-11-27,2003.103,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4385,Security,ELSHAD,AZ,아제르바이잔,AZE,852329.0,852329.0,Security | 기타 | 852329 | Security | Elshad | 852329,security | 기타 | 852329 | elshad,0,,,,,,2025-11-27,6461.836,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4387,Service/System,MBB,MN,몽골,MNG,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | MBB LLC | 852329,service | system | 기타 | 852329 | mbb llc,0,,,,,,2025-11-27,2003.103,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4388,Security,AZIMUTH,UZ,우즈베키스탄,UZB,852329.0,852329.0,Security | 기타 | 852329 | Security | Azimuth | 852329,security | 기타 | 852329 | azimuth,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4389,Service/System,COPOWER,MN,몽골,MNG,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Co power llc | 852329,service | system | 기타 | 852329 | co power llc,0,,,,,,2025-11-27,2003.103,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4391,Transportation,CHINWAKIL,UZ,우즈베키스탄,UZB,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | Chinwakil LLC | 853080,transportation | 그 밖의 기기 | 853080 | chinwakil llc,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4392,Service/System,SOSINTERNATIONALVILLAGES,UZ,우즈베키스탄,UZB,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | sos international villages | 852329,service | system | 기타 | 852329 | sos international villages,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4374,Service/System,TECHNOLOGYANDINNOVATIONINSTITUTE,ET,에티오피아,ETH,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Technology and Innovation Institute | 852329,service | system | 기타 | 852329 | technology and innovation institute,0,,,,,,2025-11-27,9244.567,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4375,Transportation,MINISTRYOFPLANNING,ET,에티오피아,ETH,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | Ministry of Planning | 853080,transportation | 그 밖의 기기 | 853080 | ministry of planning,0,,,,,,2025-11-27,9244.567,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4376,Transportation,CITADELMICROSUPPORTANDEMPOWERMENTCENTERINNIGERIA,NG,나이지리아,NGA,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | Citadel micro support and empowerment center in Nigeria | 853080,transportation | 그 밖의 기기 | 853080 | citadel micro support and empowerment center in nigeria,0,,,,,,2025-11-27,12414.0,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4377,Service/System,AMBOUNIVERSITY,ET,에티오피아,ETH,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Ambo university | 852329,service | system | 기타 | 852329 | ambo university,0,,,,,,2025-11-27,9244.567,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4378,Service/System,KEBRIDEHARUNIVERSITY,ET,에티오피아,ETH,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Kebri Dehar University | 852329,service | system | 기타 | 852329 | kebri dehar university,0,,,,,,2025-11-27,9244.567,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4379,Others,AVATRI,UZ,우즈베키스탄,UZB,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | AVATRI GmbH | 903180,others | 그 밖의 기기 | 903180 | avatri gmbh,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4380,Security,PUBLICSECTOR,ID,인도네시아,IDN,852329.0,852329.0,Security | 기타 | 852329 | Security | Public Sector | 852329,security | 기타 | 852329 | public sector,0,,,,,,2025-11-27,5291.684,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4381,Others,BUILDINGSTECHNOLOGY,MN,몽골,MNG,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | Buildings Technology Co Ltd. | 903180,others | 그 밖의 기기 | 903180 | buildings technology co ltd.,0,,,,,,2025-11-27,2003.103,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4366,Medical Service,韓佳人醫美集團,TW,대만,TWN,847989.0,847989.0,Medical Service | 기타 | 847989 | Medical Service | 韓佳人醫美集團 | 847989,medical service | 기타 | 847989 | 韓佳人醫美集團,0,,,,,,2025-11-27,1475.758,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4367,Cosmetics,RENALULU,TW,대만,TWN,330499.0,330499.0,Cosmetics | 기타 | 330499 | Cosmetics | Renalulu | 330499,cosmetics | 기타 | 330499 | renalulu,0,,,,,,2025-11-27,1475.758,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4368,Cosmetics,GOLDENHAIR,TW,대만,TWN,330499.0,330499.0,Cosmetics | 기타 | 330499 | Cosmetics | Golden hair co Ltd | 330499,cosmetics | 기타 | 330499 | golden hair co ltd,0,,,,,,2025-11-27,1475.758,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4369,Others,LISTECH,TW,대만,TWN,300490.0,300490.0,Others | 기타 | 300490 | Others | Lis tech | 300490,others | 기타 | 300490 | lis tech,0,,,,,,2025-11-27,1475.758,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4370,Cosmetic Material,鴻福生醫科技有限公司,TW,대만,TWN,330610.0,330610.0,Cosmetic Material | 치약 | 330610 | Cosmetic Material | 鴻福生醫科技有限公司 | 330610,cosmetic material | 치약 | 330610 | 鴻福生醫科技有限公司,0,,,,,,2025-11-27,1475.758,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4371,Service/System,DHOFARPOWERCOMPANYSAOC,OM,오만,OMN,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Dhofar Power Company SAOC | 852329,service | system | 기타 | 852329 | dhofar power company saoc,0,,,,,,2025-11-27,6590.233,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4372,Others,SCHOOL,DZ,알제리,DZA,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | School | 903180,others | 그 밖의 기기 | 903180 | school,0,,,,,,2025-11-27,9954.01,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4373,Others,CAPGEMINIENGINEERING,MA,모로코,MAR,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | Capgemini Engineering | 903180,others | 그 밖의 기기 | 903180 | capgemini engineering,0,,,,,,2025-11-27,10750.38,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4358,Security,UPGRADESOLUTIONS,AZ,아제르바이잔,AZE,852329.0,852329.0,Security | 기타 | 852329 | Security | Upgrade Solutions LLC | 852329,security | 기타 | 852329 | upgrade solutions llc,0,,,,,,2025-11-27,6461.836,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4359,Service/System,RAJUK,BD,방글라데시,BGD,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | RAJUK | 852329,service | system | 기타 | 852329 | rajuk,0,,,,,,2025-11-27,3800.079,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4360,Service/System,GOVERNMENTOFBANGLADESHWORLDBANK,BD,방글라데시,BGD,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Government of Bangladesh & World Bank | 852329,service | system | 기타 | 852329 | government of bangladesh & world bank,0,,,,,,2025-11-27,3800.079,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4361,Transportation,SEREGUA,GT,과테말라,GTM,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | Seregua | 853080,transportation | 그 밖의 기기 | 853080 | seregua,0,,,,,,2025-11-27,13029.69,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4362,Automobile Stocks,EY,AU,호주,AUS,903180.0,903180.0,Automobile Stocks | 그 밖의 기기 | 903180 | Automobile Stocks | Ey | 903180,automobile stocks | 그 밖의 기기 | 903180 | ey,0,,,,,,2025-11-27,8329.652,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4363,Automobile Stocks,PANGIAM,JP,일본,JPN,903180.0,903180.0,Automobile Stocks | 그 밖의 기기 | 903180 | Automobile Stocks | Pangiam | 903180,automobile stocks | 그 밖의 기기 | 903180 | pangiam,0,,,,,,2025-11-27,1156.67,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4364,Cosmetics,田沐子TIANMUZI保養品牌,TW,대만,TWN,330499.0,330499.0,Cosmetics | 기타 | 330499 | Cosmetics | 田沐子TianMuzi保養品牌 | 330499,cosmetics | 기타 | 330499 | 田沐子tianmuzi保養品牌,0,,,,,,2025-11-27,1475.758,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4365,Cosmetics,BEAUTE,TW,대만,TWN,330499.0,330499.0,Cosmetics | 기타 | 330499 | Cosmetics | Beaute | 330499,cosmetics | 기타 | 330499 | beaute,0,,,,,,2025-11-27,1475.758,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4426,Transportation,PROEXCHANGEINVESTMENT,ID,인도네시아,IDN,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | pro exchange Investment | 853080,transportation | 그 밖의 기기 | 853080 | pro exchange investment,0,,,,,,2025-11-27,5291.684,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4427,Others,BHPSGROUP,KH,캄보디아,KHM,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | BHPS GROUP | 903180,others | 그 밖의 기기 | 903180 | bhps group,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4428,Lighting,CCE,KH,캄보디아,KHM,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | CCE | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | cce,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4429,Lighting,FIXI,KH,캄보디아,KHM,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | FIXI | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | fixi,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4430,Lighting,CHECKSV,KH,캄보디아,KHM,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | checksv | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | checksv,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4432,Security,SECURITY,PH,필리핀,PHL,852329.0,852329.0,Security | 기타 | 852329 | Security | 852329,security | 기타 | 852329,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4434,Others,CLUTCHDIGITAL,PH,필리핀,PHL,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | Clutch Digital Inc. | 903180,others | 그 밖의 기기 | 903180 | clutch digital inc.,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4437,Security,OFW,PH,필리핀,PHL,852329.0,852329.0,Security | 기타 | 852329 | Security | ofw | 852329,security | 기타 | 852329 | ofw,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4414,Security,KEJURUTERAANBUDISAKTICORPORATIONMSDNNHD,MY,말레이시아,MYS,852329.0,852329.0,Security | 기타 | 852329 | Security | kejuruteraan budi sakti corporation (m) sdn nhd | 852329,security | 기타 | 852329 | kejuruteraan budi sakti corporation (m) sdn nhd,0,,,,,,2025-11-27,4614.067,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4417,Lighting,H,KH,캄보디아,KHM,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | h | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | h,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4418,Transportation,SHENGTIANTRADING,KH,캄보디아,KHM,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | Sheng Tian Trading Company Limited | 853080,transportation | 그 밖의 기기 | 853080 | sheng tian trading company limited,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4419,Security,JRJSOLUTIONENTERPRISE,PH,필리핀,PHL,852329.0,852329.0,Security | 기타 | 852329 | Security | JRJ Solution Enterprise | 852329,security | 기타 | 852329 | jrj solution enterprise,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4420,Security,JELYN,PH,필리핀,PHL,852329.0,852329.0,Security | 기타 | 852329 | Security | jelyn | 852329,security | 기타 | 852329 | jelyn,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4421,Security,INVENTORASIA,KH,캄보디아,KHM,852329.0,852329.0,Security | 기타 | 852329 | Security | Inventor Asia Co Ltd | 852329,security | 기타 | 852329 | inventor asia co ltd,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4423,Transportation,BEE,ID,인도네시아,IDN,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | bee | 853080,transportation | 그 밖의 기기 | 853080 | bee,0,,,,,,2025-11-27,5291.684,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4424,Service/System,836834848,KH,캄보디아,KHM,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | 836834848 | 852329,service | system | 기타 | 852329 | 836834848,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4403,Lighting,HOG,KH,캄보디아,KHM,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | Hog | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | hog,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4404,Security,HSHSHSJKDBZBXNX,TH,태국,THA,852329.0,852329.0,Security | 기타 | 852329 | Security | Hshshsjkdbzbxnx | 852329,security | 기타 | 852329 | hshshsjkdbzbxnx,0,,,,,,2025-11-27,3724.624,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4406,Lighting,D,KH,캄보디아,KHM,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | d | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | d,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4407,Service/System,MHECO,PH,필리핀,PHL,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Mheco Inc | 852329,service | system | 기타 | 852329 | mheco inc,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4408,Others,ANY,PH,필리핀,PHL,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | any | 903180,others | 그 밖의 기기 | 903180 | any,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4409,Transportation,MISUARITRAVELTOURS,PH,필리핀,PHL,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | MISUARI TRAVEL & TOURS | 853080,transportation | 그 밖의 기기 | 853080 | misuari travel & tours,0,,,,,,2025-11-27,2615.751,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4411,Security,GUYS,KH,캄보디아,KHM,852329.0,852329.0,Security | 기타 | 852329 | Security | Guys | 852329,security | 기타 | 852329 | guys,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4412,Lighting,LCOHGU,KH,캄보디아,KHM,851220.0,851220.0,Lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | Lighting | Lcohgu | 851220,lighting | 그 밖의 조명용이나 시각 신호용 기구 | 851220 | lcohgu,0,,,,,,2025-11-27,3628.807,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4393,Service/System,ESOTECH,KZ,카자흐스탄,KAZ,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | ESO Tech | 852329,service | system | 기타 | 852329 | eso tech,0,,,,,,2025-11-27,4227.772,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4394,Service/System,OX,UZ,우즈베키스탄,UZB,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Ox | 852329,service | system | 기타 | 852329 | ox,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4396,Others,MEDIMPEXMONGOLIA,MN,몽골,MNG,903180.0,903180.0,Others | 그 밖의 기기 | 903180 | Others | Medimpex Mongolia | 903180,others | 그 밖의 기기 | 903180 | medimpex mongolia,0,,,,,,2025-11-27,2003.103,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4397,Transportation,GSSPQAZAQSTAN,KZ,카자흐스탄,KAZ,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | GSSP Qazaqstan | 853080,transportation | 그 밖의 기기 | 853080 | gssp qazaqstan,0,,,,,,2025-11-27,4227.772,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4398,Security,PDSOLUTIONS,MN,몽골,MNG,852329.0,852329.0,Security | 기타 | 852329 | Security | PD Solutions LLC | 852329,security | 기타 | 852329 | pd solutions llc,0,,,,,,2025-11-27,2003.103,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4400,Service/System,AZIKKOO,UZ,우즈베키스탄,UZB,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Azikkoo | 852329,service | system | 기타 | 852329 | azikkoo,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4401,Service/System,MODERNINVESTMENTPARTNERS,MN,몽골,MNG,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Modern Investment partners | 852329,service | system | 기타 | 852329 | modern investment partners,0,,,,,,2025-11-27,2003.103,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4402,Transportation,A,UZ,우즈베키스탄,UZB,853080.0,853080.0,Transportation | 그 밖의 기기 | 853080 | Transportation | A | 853080,transportation | 그 밖의 기기 | 853080 | a,0,,,,,,2025-11-27,4896.334,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4481,Service/System,FIKRAWELI,LK,스리랑카,LKA,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | Fikraweli | 852329,service | system | 기타 | 852329 | fikraweli,0,,,,,,2025-11-27,5840.513,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4482,Service/System,EBIZROOTS,PK,파키스탄,PAK,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | E Biz Roots | 852329,service | system | 기타 | 852329 | e biz roots,0,,,,,,2025-11-27,4828.073,False
buyer_candidate,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보,대한무역투자진흥공사_SNS 마케팅 수집 바이어 정보_20251127.csv,4483,Service/System,REWAZENTERPRISESPRIVATE,PK,파키스탄,PAK,852329.0,852329.0,Service/System | 기타 | 852329 | Service/System | RewaZ Enterprises Private Limited | 852329,service | system | 기타 | 852329 | rewaz enterprises private limited,0,,,,,,2025-11-27,4828.073,False
